accession_number,ddc_number,book,subject_code,author,book_category,book_publisher,book_pages,book_year,book_binding,book_source,price,book_volume,quantity,classesID,book_remarks,rack
2326,515 ANT,Calculus,Math-02-RK-9-001,Howard Anton IRL BivensStephen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2327,515 ANT,Calculus,Math-02-RK-9-002,Howard Anton IRL BivensStephen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2328,515 THO,Thomas Finney Calculus,Math-03-RK-9-001,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2329,515 THO,Thomas Finney Calculus,Math-03-RK-9-002,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2330,515 THO,Thomas Finney Calculus,Math-03-RK-9-003,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2331,515 THO,Thomas Finney Calculus,Math-03-RK-9-004,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2332,515 THO,Thomas Finney Calculus,Math-03-RK-9-005,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2333,515 THO,Thomas Finney Calculus,Math-03-RK-9-006,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2334,515 THO,Thomas Finney Calculus,Math-03-RK-9-007,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2335,515 THO,Thomas Finney Calculus,Math-03-RK-9-008,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2336,515 THO,Thomas Finney Calculus,Math-03-RK-9-009,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2337,515 THO,Thomas Finney Calculus,Math-03-RK-9-010,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2338,515 THO,Thomas Finney Calculus,Math-03-RK-9-011,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2339,515 THO,Thomas Finney Calculus,Math-03-RK-9-012,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2340,515 THO,Thomas Finney Calculus,Math-03-RK-9-013,George B Thomas JR Ross L Finney, BS-Mathematics,Addison-Wesley,0,0,PB,Purchase,0,9th,1,0,0,0
2341,515 THO,Thomas Calculus,Math-04-RK-9-001,Finney Weir Giordano, BS-Mathematics,Pearson,0,0,PB,Purchase,0,10th,1,0,0,0
2342,515 THO,Thomas Calculus,Math-04-RK-9-002,Finney Weir Giordano, BS-Mathematics,Pearson,0,0,PB,Purchase,0,10th,1,0,0,0
2343,515 THO,Thomas Calculus,Math-05-RK-9-001,Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2344,515 THO,Thomas Calculus,Math-05-RK-9-002,Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2345,515 THO,Thomas Calculus,Math-05-RK-9-003,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2346,515 THO,Thomas Calculus,Math-05-RK-9-004,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2347,515 THO,Thomas Calculus,Math-05-RK-9-005,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2348,515 THO,Thomas Calculus,Math-05-RK-9-006,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2349,515 THO,Thomas Calculus,Math-05-RK-9-007,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2350,515 THO,Thomas Calculus,Math-05-RK-9-008,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2351,515 THO,Thomas Calculus,Math-05-RK-9-009,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2352,515 THO,Thomas Calculus,Math-05-RK-9-010,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2353,515 THO,Thomas Calculus,Math-05-RK-9-011,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2354,515 THO,Thomas Calculus,Math-05-RK-9-012,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2355,515 THO,Thomas Calculus,Math-05-RK-9-013,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2356,515 THO,Thomas Calculus,Math-05-RK-9-014,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2357,515 THO,Thomas Calculus,Math-05-RK-9-015,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2358,515 THO,Thomas Calculus,Math-05-RK-9-016,George B Thomas Maurice D Weir Joel Hass Frank, BS-Mathematics,Pearson,0,0,PB,Purchase,0,11th,1,0,0,0
2359,515 IQB,Advance Notes of Calculus Part-II,Math-06-RK-9-001,Prof Iqbal Haider Bhatti, BS-Mathematics,Arif Sons,0,0,PB,Purchase,0,0,1,0,0,0
2360,530.076 JAN,SAT Subject Test Physics,Math-07-RK-9-001,Robert Jansen Greg Young, BS-Mathematics,Barron's,0,0,PB,Purchase,0,0,1,0,0,0
2361,530.076 GEW,SAT-II Physics,Math-08-RK-9-001,Herman Gewirtz Jonathan, BS-Mathematics,Barron's,0,0,PB,Purchase,0,8th,1,0,0,0
2362,530.076 GEW,SAT Subject Test Physics,Math-09-RK-9-001,Herman Gewirtz Jonathan, BS-Mathematics,Barron's,0,0,PB,Purchase,0,10th,1,0,0,0
2363,530 RAV,New School Physics Certificate Acience Series,Math-10-RK-9-001,K Ravi KO George Tay Chen Hui, BS-Mathematics,Physics ,0,0,PB,Purchase,0,0,1,0,0,0
2364,519.5 CAR,A Concise Course in Advance level Statistics with Woked Examples,Math-11-RK-9-001,J Crawshaw and J Chambers, BS-Mathematics,Statistics,0,0,PB,Purchase,0,4th,1,0,0,0
2365,519.5 CAR,A Concise Course in Advance level Statistics with Woked Examples,Math-11-RK-9-002,J Crawshaw and J Chambers, BS-Mathematics,Statistics,0,0,PB,Purchase,0,4th,1,0,0,0
2366,519.5 CAR,A Concise Course in Advance level Statistics with Woked Examples,Math-11-RK-9-003,J Crawshaw and J Chambers, BS-Mathematics,Statistics,0,0,PB,Purchase,0,4th,1,0,0,0
2367,519.5 WAL,Introduction to Statistics,Math-12-RK-9-001,Ronald E Walpole, BS-Mathematics,Statistics,0,0,PB,Purchase,0,3rd,1,0,0,0
2368,519.5 WAL,Introduction to Statistics,Math-12-RK-9-002,Ronald E Walpole, BS-Mathematics,Statistics,0,0,PB,Purchase,0,3rd,1,0,0,0
2369,519.5 WAL,Introduction to Statistics,Math-12-RK-9-003,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2370,519.5 WAL,Introduction to Statistics,Math-12-RK-9-004,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2371,519.5 WAL,Introduction to Statistics,Math-12-RK-9-005,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2372,519.5 WAL,Introduction to Statistics,Math-12-RK-9-006,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2373,519.5 WAL,Introduction to Statistics,Math-12-RK-9-007,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2374,519.5 WAL,Introduction to Statistics,Math-12-RK-9-008,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2375,519.5 WAL,Introduction to Statistics,Math-12-RK-9-009,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2376,519.5 WAL,Introduction to Statistics,Math-12-RK-9-010,Ronald E Walpole, BS-Mathematics,USA,0,1982,PB,Purchase,0,3rd,1,0,0,0
2377,519.5 WAL,Introduction to Statistics,Math-13-RK-9-001,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2378,519.5 WAL,Introduction to Statistics,Math-13-RK-9-002,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2379,519.5 WAL,Introduction to Statistics,Math-13-RK-9-003,Ronald E Walpole, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2380,620.103 MER,Engineering Mechanics Statics,Math-14-RK-9-001,JL Meriam LG Kraige, BS-Mathematics,Wiley,0,0,PB,Purchase,0,6th,1,0,0,0
2381,620.103 MER,Engineering Mechanics Statics,Math-14-RK-9-002,JL Meriam LG Kraige, BS-Mathematics,Wiley,0,0,PB,Purchase,0,6th,1,0,0,0
2382,620.103 MER,Engineering Mechanics Statics,Math-14-RK-9-003,JL Meriam LG Kraige, BS-Mathematics,Wiley,0,0,PB,Purchase,0,6th,1,0,0,0
2383,620.103 MER,Engineering Mechanics Statics,Math-14-RK-9-004,JL Meriam LG Kraige, BS-Mathematics,Wiley,0,0,PB,Purchase,0,6th,1,0,0,0
2384,512.5 ANI,Elementary Linear Algebra with Supplemental Applications,Math-15-RK-9-001,Howar Anton Chris Rorres, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2385,512.5 ANI,Elementary Linear Algebra with Supplemental Applications,Math-15-RK-9-002,Howar Anton Chris Rorres, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2386,512.5 ANI,Elementary Linear Algebra with Supplemental Applications,Math-15-RK-9-003,Howar Anton Chris Rorres, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2387,512.5 ANI,Elementary Linear Algebra with Supplemental Applications,Math-15-RK-9-004,Howar Anton Chris Rorres, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2388,512.5 ANI,Elementary Linear Algebra with Supplemental Applications,Math-15-RK-9-005,Howar Anton Chris Rorres, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2389,512.5 KOL,Introducctory Linear Algebra,Math-16-RK-9-001,Bernard Kolman David R Hill, BS-Mathematics,0,0,0,PB,Purchase,0,8th,1,0,0,0
2390,512.5 KOL,Introducctory Linear Algebra,Math-16-RK-9-002,Bernard Kolman David R Hill, BS-Mathematics,0,0,0,PB,Purchase,0,8th,1,0,0,0
2391,519.2 ROS,Introduction to Probability Models,Math-17-RK-9-001,Sheldon M Ross, BS-Mathematics,0,0,0,PB,Purchase,0,9th,1,0,0,0
2392,519.2 GAR,Probability and Random Process for Electrical Engineering,Math-18-RK-9-001,Alberto Leon-Garcia, BS-Mathematics,Pearson,0,0,PB,Purchase,0,2nd,1,0,0,0
2393,006.4 GOS,Pattern Recognition and Image Analysis,Math-19-RK-9-001,Gose Johnsonbaugh Jost, BS-Mathematics,Pearson,0,0,PB,Purchase,0,0,1,0,0,0
2394,650.01 LUC,Quantitative Techniques,Math-20-RK-9-001,Terry Lucey, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2395,650.01 LUC,Quantitative Techniques,Math-20-RK-9-002,Terry Lucey, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2396,519.5 SAI,Research methodology and basic Biostatistics,Math-21-RK-9-001,Saira Afzal Mustehsan Bashir, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2397,510.24625 KRE,Advance Engineering Mathematics,Math-22-RK-9-001,Erwin Kreyszig, BS-Mathematics,John Wiley & Sons,0,0,PB,Purchase,0,0,1,0,0,0
2398,510.24625 KRE,Advance Engineering Mathematics,Math-22-RK-9-002,Erwin Kreyszig, BS-Mathematics,John Wiley & Sons,0,0,PB,Purchase,0,8th,1,0,0,0
2399,510.24625 KRE,Advance Engineering Mathematics,Math-22-RK-9-003,Erwin Kreyszig, BS-Mathematics,John Wiley & Sons,0,0,PB,Purchase,0,8th,1,0,0,0
2400,510.24625 KRE,Advance Engineering Mathematics,Math-22-RK-9-004,Erwin Kreyszig, BS-Mathematics,John Wiley & Sons,0,0,PB,Purchase,0,8th,1,0,0,0
2401,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-23-RK-9-001,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2402,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-23-RK-9-002,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2403,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-23-RK-9-003,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2404,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-23-RK-9-004,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2405,515.35 DIP,Elementary Differential Equations with Boundary Value Problems,Math-24-RK-9-001,William E Boyce Richard C Diprima, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2406,515.35 DIP,Elementary Differential Equations with Boundary Value Problems,Math-24-RK-9-002,William E Boyce Richard C Diprima, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2407,519.2 PEE,Probability Random Variables and Random Signal Principles,Math-25-RK-9-001,Peyton ZPeebles, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,4th,1,0,0,0
2408,519.2 PEE,Probability Random Variables and Random Signal Principles,Math-25-RK-9-002,Peyton ZPeebles, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,4th,1,0,0,0
2409,519.2 PEE,Probability Random Variables and Random Signal Principles,Math-25-RK-9-003,Peyton ZPeebles, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,4th,1,0,0,0
2410,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-26-RK-9-001,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2411,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-26-RK-9-002,Dennis G Zill Michael R Cullen, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2412,515.35 ZIL,Differential Equations with Boundary Value Problems,Math-26-RK-9-003,Dennis G Zill Michael R Cullen, BS-Mathematics,0,601,0,PB,Purchase,650,6th,1,0,0,0
2413,510.2462 KRE,Advance Engineering Mathematics,Math-27-RK-9-001,Erwin Kreyszig, BS-Mathematics,0,0,0,PB,Purchase,0,9th,1,0,0,0
2414,510.2462 KRE,Advance Engineering Mathematics,Math-28-RK-9-001,Erwin Kreyszig, BS-Mathematics,0,0,0,PB,Purchase,0,10th,1,0,0,0
2415,510.2462 NAS,Mathematics for Engineers & Scientisits Vol-II,Math-29-RK-9-001,Dr Muhammad Nasir Muhammad Iqbal, BS-Mathematics,Allied Book Centre,0,0,PB,Purchase,0,0,1,0,0,0
2416,510.2462 NAS,Mathematics for Engineers & Scientisits Vol-II,Math-29-RK-9-002,Dr Muhammad Nasir Muhammad Iqbal, BS-Mathematics,Allied Book Centre,0,0,PB,Purchase,0,0,1,0,0,0
2417,510.2462 NAS,Mathematics for Engineers & Scientisits Vol-II,Math-29-RK-9-003,Dr Muhammad Nasir Muhammad Iqbal, BS-Mathematics,Allied Book Centre,0,0,PB,Purchase,0,0,1,0,0,0
2418,510 HAS,"Mathematics Applications for the Management, Life and Social Sciences",Math-30-RK-9-001,Ronald J Harshbarger James J Reynolds, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2419,510 HAS,"Mathematics Applications for the Management, Life and Social Sciences",Math-30-RK-9-002,Ronald J Harshbarger James J Reynolds, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2420,511 ROS,Discrete Mathematics and Its Applications,Math-31-RK-9-001,Kenneth H Rosen, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,4th,1,0,0,0
2421,511 ROS,Discrete Mathematics and Its Applications,Math-32-RK-9-001,Kenneth H Rosen, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,5th,1,0,0,0
2422,511 ROS,Discrete Mathematics and Its Applications,Math-32-RK-9-002,Kenneth H Rosen, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,5th,1,0,0,0
2423,511 ROS,Discrete Mathematics and Its Applications,Math-32-RK-9-003,Kenneth H Rosen, BS-Mathematics,McGrawHill,0,0,PB,Purchase,0,5th,1,0,0,0
2424,511 ROS,Discrete Mathematics and Its Applications with Combinatorics and Graph Theory,Math-33-RK-9-001,Kenneth H Rosen, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2425,511 ROS,Discrete Mathematics and Its Applications with Combinatorics and Graph Theory,Math-34-RK-9-001,Kenneth H Rosen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2426,511 ROS,Discrete Mathematics and Its Applications with Combinatorics and Graph Theory,Math-34-RK-9-002,Kenneth H Rosen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2427,511 ROS,Discrete Mathematics and Its Applications with Combinatorics and Graph Theory,Math-34-RK-9-003,Kenneth H Rosen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2428,511 ROS,Discrete Mathematics and Its Applications with Combinatorics and Graph Theory,Math-34-RK-9-004,Kenneth H Rosen, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2429,510.76 THO,New Additional Mathematics,Math-35-RK-9-001,Ho Soo Thong Khor Nyak Hiong, BS-Mathematics,SNP,0,0,PB,Purchase,0,0,1,0,0,0
2430,510.76 THO,New Additional Mathematics,Math-35-RK-9-002,Ho Soo Thong Khor Nyak Hiong, BS-Mathematics,SNP,0,0,PB,Purchase,0,0,1,0,0,0
2431,510 NAV,Discrete Mathematics,Math-36-RK-9-001,Mohammad Naveed Ali, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2432,510 BOS,Mathematics Mechanics and Probability,Math-37-RK-9-001,L Bostock S Chandler, BS-Mathematics,Stanley Thornes,0,0,PB,Purchase,0,0,1,0,0,0
2433,510 MAT,Mathematics 4,Math-38-RK-9-001,Proffesor of Math, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2434,510 RAY,Higher GCSE Mathematics,Math-39-RK-9-001,D Rayner, BS-Mathematics,Oxford,0,0,PB,Purchase,0,0,1,0,0,0
2435,510 CLA,Ordinary Level Mathematics,Math-40-RK-9-001,L Harwood Clarke FG Norton, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2436,510 KAR,"Mathematics Techniques for BA, BSc",Math-41-RK-9-001,Dr Karamat H Dar Irfan ul Haq M Ashraf Jajja, BS-Mathematics,Caravan,0,0,PB,Purchase,0,0,1,0,0,0
2437,519.5 ZAH,Mathematics Statistics,Math-42-RK-9-001,ZR Bhatti, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2438,510 AKM,Mathematics Vol-I,Math-43-RK-9-001,Akmaal Hussain Hamdani Asif Qayyum, BS-Mathematics,Javed Book Depot,0,0,PB,Purchase,0,0,1,0,0,0
2439,510 AKM,Mathematics Vol-II,Math-44-RK-9-001,Akmaal Hussain Hamdani Asif Qayyum, BS-Mathematics,Javed Book Depot,0,0,PB,Purchase,0,0,1,0,0,0
2440,510 AKM,Mathematics 6th Edition Vol-II,Math-45-RK-9-001,Akmaal Hussain Hamdani Asif Qayyum, BS-Mathematics,Javed Book Depot,0,0,PB,Purchase,0,0,1,0,0,0
2441,330.0151 CHI,Fundamental Methods of Mathematical Economics,Math-46-RK-9-001,Alpha C Chiang Kevin Wainwright, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2442,330.0151 CHI,Fundamental Methods of Mathematical Economics,Math-46-RK-9-002,Alpha C Chiang Kevin Wainwright, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2443,510 BAR,"College Mathematics for Business, Economics, Life Sciences & Social Sciences",Math-47-RK-9-001,Raymond A Barnett Michael R Ziegler Karl E Byleen, BS-Mathematics,0,0,0,PB,Purchase,0,11th,1,0,0,0
2444,650.0151 ZUL,Business Mathematics & Statistics,Math-48-RK-9-001,Dr Zulifqar Ahmad Bowra, BS-Mathematics,Azeem,0,0,PB,Purchase,0,0,1,0,0,0
2445,650.0151 ZUL,Business Mathematics & Statistics,Math-48-RK-9-002,Dr Zulifqar Ahmad Bowra, BS-Mathematics,Azeem,0,0,PB,Purchase,0,0,1,0,0,0
2446,650.051 HAS,Business Mathematics for Students of Finance & Management,Math-49-RK-9-001,Mirza Mohammad Hasan Mohammad Ali Mirza, BS-Mathematics,Farooq Kitab Ghar,0,0,PB,Purchase,0,3rd,1,0,0,0
2447,650.051 HAS,Business Mathematics for Students of Finance & Management,Math-49-RK-9-002,Mirza Mohammad Hasan Mohammad Ali Mirza, BS-Mathematics,Farooq Kitab Ghar,0,0,PB,Purchase,0,3rd,1,0,0,0
2448,510 BUD,"Applied Mathematics for Business, Economics and the Social Sciences",Math-50-RK-9-001,Frank S Budnick, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2449,510 BUD,"Applied Mathematics for Business, Economics and the Social Sciences",Math-51-RK-9-001,Frank S Budnick, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2450,510 BUD,"Applied Mathematics for Business, Economics and the Social Sciences",Math-51-RK-9-002,Frank S Budnick, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2451,570.15 IBR,Introduction to Biostatistics & Researach Methods,Math-52-RK-9-001,Muhammad Ibrahim, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2452,519.5 CRA,Advance Level Statistics with Examples,Math-53-RK-9-001,J Crawshaw and J Chambers, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2453,519.5 CRA,Advance Level Statistics with Examples,Math-53-RK-9-002,J Crawshaw and J Chambers, BS-Mathematics,0,0,0,PB,Purchase,0,4th,1,0,0,0
2454,519 SPI,Statistics,Math-54-RK-9-001,Murray R Spiegel Larry J Stephens, BS-Mathematics,JBD Press,0,0,PB,Purchase,0,3rd,1,0,0,0
2455,519 SPI,Statistics,Math-54-RK-9-002,Murray R Spiegel Larry J Stephens, BS-Mathematics,JBD Press,0,0,PB,Purchase,0,3rd,1,0,0,0
2456,519 SPI,Statistics,Math-54-RK-9-003,Murray R Spiegel Larry J Stephens, BS-Mathematics,JBD Press,0,0,PB,Purchase,0,3rd,1,0,0,0
2457,519.5 AFZ,Statistics Methods and Applications,Math-55-RK-9-001,Dr M Afzal Beg, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2458,519.5 AFZ,Statistics Methods and Applications,Math-55-RK-9-002,Dr M Afzal Beg, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2459,519.5 SHE,Introduction to Statistical Theory Part-I,Math-56-RK-9-001,Sher Muhammad Chaudhry Dr Shahid Kamal, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2460,519.5 SHE,Introduction to Statistical Theory Part-I,Math-56-RK-9-002,Sher Muhammad Chaudhry Dr Shahid Kamal, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2461,519.5 SHE,Statistics Theory & Methods Degree Classes Vol-1,Math-57-RK-9-001,Dr M Afzal Beg Miraj Din Mirza, BS-Mathematics,Caravan,0,0,PB,Purchase,0,0,1,0,0,0
2462,519.5 SHE,Statistics Theory & Methods Degree Classes Vol-2,Math-57-RK-9-002,Dr M Afzal Beg Miraj Din Mirza, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2463,519.5 AFZ,Statistics Theory & Methods Degree Classes Vol-3,Math-58-RK-9-001,Dr Afzal Beg Miraj Din Mirza, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2464,510 DOB,Advanced level mathematics Statistics-1,Math-59-RK-9-001,Stave Dobbs Jane Miller, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2465,510 DOB,Advanced level mathematics Statistics-1,Math-59-RK-9-002,Stave Dobbs Jane Miller, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2466,519.5 MON,Applied Statistics and Probability for Engineering,Math-60-RK-9-001,Douglas C Montgomery George C Runger, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2467,519.02 WAL,Probability for Engineering for Engineering and Scientists,Math-61-RK-9-001,Ronald E Walpole Raymond Myers Sharon L Myers Ye, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2468,519.02 WAL,Probability for Engineering for Engineering and Scientists,Math-62-RK-9-001,Ronald E Walpole Raymond Myers Sharon L Myers Ye, BS-Mathematics,0,0,0,PB,Purchase,0,8th,1,0,0,0
2469,519.502 GRA,Statistic for the Behavioural Sciences,Math-63-RK-9-001,Frederick J Gravetter Larry B Wallnau, BS-Mathematics,0,0,0,PB,Purchase,0,6th,1,0,0,0
2470,519.502 GRA,Statistic for the Behavioural Sciences,Math-64-RK-9-001,Frederick J Gravetter Larry B Wallnau, BS-Mathematics,0,0,0,PB,Purchase,0,9th,1,0,0,0
2471,519.5 LEV,Statistic for the Management,Math-65-RK-9-001,Richard I Levin David S Rubin, BS-Mathematics,0,0,0,PB,Purchase,0,7th,1,0,0,0
2472,519 BOW,Basic Statistics for Business and Economics,Math-66-RK-9-001,Earl K Bowen Martin K Starr, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2473,519.5 KOP,Study Guide to Accompany Basic Statistics for Business and Economics,Math-67-RK-9-001,David P Kopcso John D McKenzie, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2474,512 BUR,Algebra 1,Math-68-RK-9-001,Burger Chard Hall kennedy Leinwand Renfro Waits, BS-Mathematics,0,0,0,PB,Purchase,0,0,1,0,0,0
2475,512.5 LIP,Schaum's Linear Algebra,Math-69-RK-9-001,Seymour Lipschutz Mare Lars Lipson, BS-Mathematics,0,0,0,PB,Purchase,0,3rd,1,0,0,0
2476,512.5 ZAH,Introduction to Linear Algebra,Math-70-RK-9-001,ZR Bhatti, BS-Mathematics,ilmi,0,0,PB,Purchase,0,0,1,0,0,0
2477,512.5 KOL,Introduction Linear Algebra with Application,Math-71-RK-9-001,Bernard Kolman David R Hill, BS-Mathematics,PHI,0,0,PB,Purchase,0,6th,1,0,0,0
